Node Number	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°„C)
18576	4.5947e-002	-1.1077e-002	-1.1878	30.732
18577	4.5258e-002	-9.2308e-004	-1.1894	30.115
18578	4.5258e-002	-1.8462e-003	-1.1894	30.115
18579	4.5258e-002	-2.7692e-003	-1.1894	30.115
18580	4.5258e-002	-3.6923e-003	-1.1894	30.115
18581	4.5258e-002	-4.6154e-003	-1.1894	30.115
18582	4.5258e-002	-5.5385e-003	-1.1894	30.115
18583	4.5258e-002	-6.4615e-003	-1.1894	30.115
18584	4.5258e-002	-7.3846e-003	-1.1894	30.115
18585	4.5258e-002	-8.3077e-003	-1.1894	30.115
18586	4.5258e-002	-9.2308e-003	-1.1894	30.115
18587	4.5258e-002	-1.0154e-002	-1.1894	30.115
18588	4.5258e-002	-1.1077e-002	-1.1894	30.115
18589	4.4381e-002	-9.2308e-004	-1.1892	30.025
18590	4.4381e-002	-1.8462e-003	-1.1892	30.025
18591	4.4381e-002	-2.7692e-003	-1.1892	30.025
18592	4.4381e-002	-3.6923e-003	-1.1892	30.025
18593	4.4381e-002	-4.6154e-003	-1.1892	30.025
18594	4.4381e-002	-5.5385e-003	-1.1892	30.025
18595	4.4381e-002	-6.4615e-003	-1.1892	30.025
18596	4.4381e-002	-7.3846e-003	-1.1892	30.025
18597	4.4381e-002	-8.3077e-003	-1.1892	30.025
18598	4.4381e-002	-9.2308e-003	-1.1892	30.025
18599	4.4381e-002	-1.0154e-002	-1.1892	30.025
18600	4.4381e-002	-1.1077e-002	-1.1892	30.025
18601	2.6941e-002	-9.2308e-004	-1.1891	30.437
18602	2.6941e-002	-1.8462e-003	-1.1891	30.437
18603	2.6941e-002	-2.7692e-003	-1.1891	30.437
18604	2.6941e-002	-3.6923e-003	-1.1891	30.437
18605	2.6941e-002	-4.6154e-003	-1.1891	30.437
18606	2.6941e-002	-5.5385e-003	-1.1891	30.437
18607	2.6941e-002	-6.4615e-003	-1.1891	30.437
18608	2.6941e-002	-7.3846e-003	-1.1891	30.437
18609	2.6941e-002	-8.3077e-003	-1.1891	30.437
18610	2.6941e-002	-9.2308e-003	-1.1891	30.437
18611	2.6941e-002	-1.0154e-002	-1.1891	30.437
18612	2.6941e-002	-1.1077e-002	-1.1891	30.437
18613	2.7905e-002	-9.2308e-004	-1.171	56.677
18614	2.7905e-002	-1.8462e-003	-1.171	56.677
18615	2.7905e-002	-2.7692e-003	-1.171	56.677
18616	2.7905e-002	-3.6923e-003	-1.171	56.677
18617	2.7905e-002	-4.6154e-003	-1.171	56.677
18618	2.7905e-002	-5.5385e-003	-1.171	56.677
18619	2.7905e-002	-6.4615e-003	-1.171	56.677
18620	2.7905e-002	-7.3846e-003	-1.171	56.677
18621	2.7905e-002	-8.3077e-003	-1.171	56.677
18622	2.7905e-002	-9.2308e-003	-1.171	56.677
18623	2.7905e-002	-1.0154e-002	-1.171	56.677
18624	2.7905e-002	-1.1077e-002	-1.171	56.677
18625	2.7474e-002	-9.2308e-004	-1.1726	52.708
18626	2.7474e-002	-1.8462e-003	-1.1726	52.708
18627	2.7474e-002	-2.7692e-003	-1.1726	52.708
18628	2.7474e-002	-3.6923e-003	-1.1726	52.708
18629	2.7474e-002	-4.6154e-003	-1.1726	52.708
18630	2.7474e-002	-5.5385e-003	-1.1726	52.708
18631	2.7474e-002	-6.4615e-003	-1.1726	52.708
18632	2.7474e-002	-7.3846e-003	-1.1726	52.708
18633	2.7474e-002	-8.3077e-003	-1.1726	52.708
18634	2.7474e-002	-9.2308e-003	-1.1726	52.708
